id,brand,category,rating,number_of_reviews,love,price,value_price,exclusive
1983188,IT Cosmetics,Mists & Essences,4.5,218,15500,38,38,1
1983212,Estée Lauder,Eye Creams & Treatments,3.5,26,5100,70,70,0
1983220,Estée Lauder,Exfoliators,4,7,764,59,59,1
1984244,Drybar,Curling Irons,4.5,97,8700,165,165,0
1984327,Christophe Robin,Shampoo,4,12,1200,34,34,0
1984335,Christophe Robin,Hair Styling Products,3.5,18,1600,39,39,0
1984475,FORM ,Shampoo,3.5,40,2300,22,22,1
1984483,FORM ,Shampoo,3.5,33,1400,22,22,1
1984491,FORM ,Conditioner,3.5,28,1100,26,26,1
1984509,FORM ,Conditioner,4,22,1200,26,26,1
1984517,FORM ,Leave-In Conditioner,4.5,168,8000,32,32,1
1984525,FORM ,Hair Styling Products,4,21,2000,29,29,1
1984533,FORM ,Hair Styling Products,4,26,1200,29,29,1
1984541,FORM ,Hair Styling Products,4,43,1600,29,29,1
1984558,FORM ,Hair Styling Products,4.5,17,1400,29,29,1
1984566,FORM ,Hair Styling Products,4.5,23,1800,26,26,1
1984715,AMOREPACIFIC,Mists & Essences,4.5,152,15300,145,145,0
1984905,Living Proof,Hair Styling Products,4.5,277,6700,27,27,0
1984921,Living Proof,Hair Spray,4,20,1600,27,27,0
1984962,Verb,Conditioner,4,71,7500,18,18,0
1984996,Verb,Shampoo,4,429,19200,18,18,0
1985001,Verb,Conditioner,4,263,14600,18,18,0
1985019,Verb,Hair Primers,4.5,114,8600,18,18,1
1985043,Drybar,Shampoo,4.5,223,10100,26,26,0
1985050,Drybar,Conditioner,4,49,4700,26,26,0
1985068,Algenist,Value & Gift Sets,3.5,58,8200,80,144,1
1985076,Algenist,Value & Gift Sets,4.5,21,3900,95,95,1
1985118,Sol de Janeiro,Fragrance,4.5,393,32500,19,19,0
1985217,Dior,Face Serums,4.5,39,5500,100,100,0
1985241,OLEHENRIKSEN,Skincare,4,211,32900,24,24,1
1985761,CLEAN RESERVE,Rollerballs & Travel Size,4,14,1800,28,28,0
1985779,CLEAN RESERVE,Rollerballs & Travel Size,5,43,2700,28,28,0
1985787,CLEAN RESERVE,Rollerballs & Travel Size,4.5,36,4100,28,28,0
1985795,CLEAN RESERVE,Rollerballs & Travel Size,4.5,47,2200,28,28,0
1985845,SEPHORA COLLECTION,Hair Removal,2,143,7800,16,16,1
1987478,TOM FORD,Mascara,4,31,2300,46,46,0
1987486,TOM FORD,Mascara,4,14,1300,46,46,0
1987635,TOM FORD,Eyeliner,4.5,287,12300,59,59,0
1987692,TOM FORD,Eyebrow,4.5,21,4000,54,54,0
1987809,TOM FORD,Eyeshadow,4.5,79,24600,46,46,0
1988245,Versace,Cologne,4.5,118,7800,118,170,0
1988534,Kiehl's Since 1851,Moisturizers,4,42,6300,32,32,0
1988542,Kiehl's Since 1851,Moisturizers,4,59,7600,32,32,0
1988559,Kiehl's Since 1851,Moisturizers,4,74,10300,32,32,0
1988567,Kiehl's Since 1851,Face Wash & Cleansers,4.5,660,27600,21,21,0
1988575,Kiehl's Since 1851,Face Wash & Cleansers,4,39,2400,21,21,0
1988583,Kiehl's Since 1851,Night Creams,4.5,75,14700,36,36,0
1988591,Kiehl's Since 1851,Toners,4,30,4600,17,17,0
1988609,Kiehl's Since 1851,Toners,4.5,119,19700,17,17,0
1988617,Kiehl's Since 1851,Moisturizers,4.5,87,5100,32,32,0
1988625,Kiehl's Since 1851,Moisturizers,4,96,13100,32,32,0
1988658,Kiehl's Since 1851,Face Wash & Cleansers,4.5,193,22400,32,32,0
1988674,Kiehl's Since 1851,Face Masks,4,56,12600,45,45,0
1988682,Kiehl's Since 1851,Toners,4,137,25600,38,38,0
1988708,Kiehl's Since 1851,Face Wash & Cleansers,4.5,55,6400,24,24,0
1988716,Kiehl's Since 1851,Toners,4,49,6600,18,18,0
1988724,Kiehl's Since 1851,Eye Creams & Treatments,3.5,223,33700,40,40,0
1988732,Kiehl's Since 1851,Face Serums,4.5,768,78300,50,50,0
1988757,Kiehl's Since 1851,Face Wash & Cleansers,4.5,155,16100,32,32,0
1988773,Kiehl's Since 1851,Body Lotions & Body Oils,4,133,13000,30,30,0
1988781,Kiehl's Since 1851,Scrub & Exfoliants,5,22,5000,30,30,0
1988799,Kiehl's Since 1851,Body Lotions & Body Oils,4.5,93,11200,40,40,0
1988815,Kiehl's Since 1851,Eye Creams & Treatments,4,920,41100,32,32,0
1988815,Kiehl's Since 1851,Skincare,4,241,37300,32,32,0
1988831,Kiehl's Since 1851,Conditioner,5,14,3500,20,20,0
1988849,Kiehl's Since 1851,Shampoo,3.5,31,5400,20,20,0
1988872,Kiehl's Since 1851,Face Sunscreen,4,20,3000,38,38,0
1988880,Kiehl's Since 1851,Eye Creams & Treatments,4,25,4400,45,45,0
1988898,Kiehl's Since 1851,Eye Creams & Treatments,3.5,19,3700,50,50,0
1988914,Kiehl's Since 1851,Moisturizers,4,9,1700,76,76,0
1988922,Kiehl's Since 1851,Moisturizers,4,12,2000,60,60,0
1988955,Kiehl's Since 1851,Moisturizers,4,8,1500,85,85,0
1988971,Kiehl's Since 1851,Moisturizers,4,37,6500,85,85,0
1988989,Kiehl's Since 1851,Face Serums,4,82,12700,60,60,0
1989037,Kiehl's Since 1851,Face Serums,3.5,14,2400,86,86,0
1989276,Kiehl's Since 1851,Blemish & Acne Treatments,4,58,9700,20,20,0
1989284,Kiehl's Since 1851,Moisturizers,3.5,20,1000,25,25,0
1989292,Kiehl's Since 1851,Face Wash & Cleansers,4,42,4700,24,24,0
1989300,Kiehl's Since 1851,Toners,4,39,2900,18,18,0
1989318,Kiehl's Since 1851,Blemish & Acne Treatments,4,45,6300,28,28,0
1989326,Kiehl's Since 1851,Blemish & Acne Treatments,3.5,6,2400,48,48,0
1989334,Kiehl's Since 1851,Face Masks,4.5,126,20100,45,45,0
1989359,Kiehl's Since 1851,Face Masks,4.5,288,57100,36,36,0
1989367,Kiehl's Since 1851,Face Wash & Cleansers,4.5,126,15100,24,24,0
1989375,Kiehl's Since 1851,Toners,3.5,23,3600,21,21,0
1989383,Kiehl's Since 1851,Conditioner,4.5,14,2200,20,20,0
1989391,Kiehl's Since 1851,Hair Masks,4.5,214,21300,25,25,0
1989409,Kiehl's Since 1851,Shampoo,4.5,15,2800,20,20,0
1989417,Kiehl's Since 1851,Conditioner,4.5,13,1200,20,20,0
1989425,Kiehl's Since 1851,Hair Masks,4.5,28,2600,25,25,0
1989433,Kiehl's Since 1851,Shampoo,4,13,972,20,20,0
1989441,Kiehl's Since 1851,Conditioner,4.5,28,1800,18,18,0
1989458,Kiehl's Since 1851,Scalp & Hair Treatments,4.5,14,3800,18,18,0
1989474,Kiehl's Since 1851,Face Serums,3.5,336,48000,54,54,0
1989508,Kiehl's Since 1851,Moisturizers,4.5,35,8000,60,60,0
1989532,Kiehl's Since 1851,Facial Peels,4,36,4600,60,60,0
1989540,Kiehl's Since 1851,Face Serums,4.5,109,22500,50,50,0
1989565,Kiehl's Since 1851,BB & CC Creams,3.5,37,6600,40,40,0
1989581,Kiehl's Since 1851,Face Serums,4.5,45,8800,36,36,0
1989664,Kiehl's Since 1851,Lip Balms & Treatments,4,156,15700,10,10,0
1989672,Kiehl's Since 1851,Mists & Essences,4,25,5400,27,27,0
1989680,Kiehl's Since 1851,Eye Cream,3,6,1400,32,32,0
1989698,Kiehl's Since 1851,Moisturizer & Treatments,5,9,2900,40,40,0
1989706,Kiehl's Since 1851,Face Wash,5,6,2000,28,28,0
1989714,Kiehl's Since 1851,Moisturizer & Treatments,3.5,3,681,50,50,0
1989722,Kiehl's Since 1851,Moisturizer & Treatments,4.5,19,4700,35,35,0
1989748,Kiehl's Since 1851,Face Wash,4.5,19,3400,24,24,0
1989755,Kiehl's Since 1851,Shaving,5,7,1400,20,20,0
1989763,Kiehl's Since 1851,Moisturizer & Treatments,5,4,1300,18,18,0
1989771,Kiehl's Since 1851,Moisturizer & Treatments,3.5,9,2100,28,28,0
1989789,Kiehl's Since 1851,Face Wash,4,7,2100,24,24,0
1989797,Kiehl's Since 1851,Moisturizer & Treatments,3.5,7,1700,18,18,0
1989805,Kiehl's Since 1851,Shaving,4.5,8,1500,18,18,0
1989813,Kiehl's Since 1851,Body Products,5,21,2100,15,15,0
1989821,Kiehl's Since 1851,Hand Cream & Foot Cream,4.5,148,12300,23,23,0
1989839,Kiehl's Since 1851,Shaving,5,9,1600,30,30,0
1989847,Kiehl's Since 1851,Hair Styling Products,4,4,571,18,18,0
1989854,Kiehl's Since 1851,Hair Products,2,1,281,18,18,0
1989862,Kiehl's Since 1851,Hair Products,3,6,483,18,18,0
1989870,Kiehl's Since 1851,Shampoo & Conditioner,3,2,360,20,20,0
1989896,Kiehl's Since 1851,Bath & Body,3.5,21,2800,12,12,0
1989979,SEPHORA COLLECTION,Lip Gloss,4.5,321,28600,14,14,1
1990035,IGK,Hair Masks,4.5,183,10800,29,29,0
1990175,T3,Curling Irons,3.5,3,1800,95,95,0
1990183,T3,Curling Irons,3.5,5,2200,95,95,0
1990191,T3,Hair Accessories,3,10,2600,150,150,0
1990209,T3,Hair Accessories,3.5,10,3100,150,150,0
1990217,T3,Curling Irons,3.5,41,6100,160,160,0
1990225,T3,Hair Straighteners & Flat Irons,3.5,15,4200,230,230,0
1990233,T3,Curling Irons,2,4,2100,100,100,0
1990241,T3,Hair Dryers,4,98,10400,235,235,0
1990464,TOM FORD,Blush,4.5,41,17400,63,63,0
1990597,Eight & Bob,Bath & Shower,0,0,65,52,52,0
1990647,SEPHORA COLLECTION,Eyeliner,4,100,6500,14,14,1
1990803,Atelier Cologne,Rollerballs & Travel Size,5,3,0,30,30,1
1991140,SEPHORA COLLECTION,Face Primer,4,17,2000,14,14,1
1991231,SEPHORA COLLECTION,Lip Gloss,4.5,3000,172700,12,12,1
1991660,Estée Lauder,Moisturizers,4,17,2300,98,98,0
1991702,Estée Lauder,Moisturizers,5,27,5100,52,52,0
1991728,Skin Laundry,Value & Gift Sets,5,3,749,32,37,1
1991868,Deborah Lippmann,Nail,4,150,46500,20,20,0
1992395,TOM FORD,Highlighter,4,24,6000,88,88,0
1992437,TOM FORD,Contour,4.5,126,15300,88,88,0
1992445,HUDA BEAUTY,Eye Palettes,4.5,2000,242300,65,65,1
1992619,Maison Margiela,Perfume,3.5,141,4400,130,130,0
1992627,Maison Margiela,Perfume,4.5,108,11100,130,130,0
1993021,GLAMGLOW,Sheet Masks,4,498,37800,9,9,0
1993039,GLAMGLOW,Face Wash & Cleansers,4,546,16400,32,32,0
1993260,TOM FORD,Foundation,4,36,7100,88,88,0
1993815,La Mer,Setting Spray & Powder,4,71,13700,95,95,0
1993856,La Mer,Tinted Moisturizer,4,50,5600,95,95,0
1993948,Anastasia Beverly Hills,Highlighter,4.5,830,132800,40,40,0
1993963,Anastasia Beverly Hills,Lipstick,3.5,98,12500,20,20,1
1994151,Natasha Denona,Eyeshadow,4,153,34900,28,28,0
1994326,Too Faced,Eye Palettes,4,134,25200,26,26,0
1994755,tarte,Eye Palettes,4.5,813,132600,39,39,0
1994789,tarte,Contour,4.5,359,39900,19,19,0
1994805,IT Cosmetics,Face Brushes,5,23,5500,48,48,0
1995521,IT Cosmetics,Face Brushes,4.5,25,3100,34.5,34.5,0
1996321,Hourglass,Makeup Palettes,4.5,115,24300,64,64,0
1996396,Benefit Cosmetics,Value & Gift Sets,3,18,9100,26,44,0
1997055,SEPHORA COLLECTION,Setting Spray & Powder,4,72,4600,16,16,1
1997386,CLEAN RESERVE,Perfume,3.5,7,650,44,44,0
1997394,belif,Eye Creams & Treatments,4.5,1000,62100,48,48,1
1997709,Supergoop!,Body Sunscreen,3,17,3300,34,34,0
1998087,La Mer,Setting Spray & Powder,4,36,7900,95,95,0
1998301,GLAMGLOW,Moisturizers,4,330,27000,52,52,1
1999010,IT Cosmetics,Mascara,3.5,35,2600,25,25,0
1999309,IT Cosmetics,Makeup,4.5,14,1400,12,12,0
1999317,IT Cosmetics,Makeup,3,47,1400,13,13,0
1999374,IT Cosmetics,Face Brushes,4,21,3500,24,24,0
1999465,Moroccanoil,Hair,1,1,636,12,12,0
1999473,Moroccanoil,Conditioner,4,10,1900,12,12,0
1999473,Moroccanoil,Hair,0,0,557,12,12,0
1999614,Moroccanoil,Hair Styling Products,4.5,152,13800,28,28,0
1999622,Moroccanoil,Hair Masks,4.5,196,30900,38,38,0
1999630,Moroccanoil,Hair Styling Products,4.5,1000,9400,34,34,0
1999648,Moroccanoil,Hair,4.5,7,2500,14,14,0
1999655,Moroccanoil,Scalp & Hair Treatments,3.5,31,6100,28,28,0
1999663,Moroccanoil,Hair,2,1,340,13,13,0
1999895,La Mer,Foundation,4,305,34200,120,120,0
2000099,La Mer,Face Wash & Cleansers,4,26,2700,95,95,0
2000107,La Mer,Face Brushes,4.5,42,6300,85,85,0
2000115,La Mer,Face Brushes,4.5,14,2300,75,75,0
2000149,La Mer,Concealer,3.5,21,2200,80,80,0
2000164,TOM FORD,Cologne,4.5,5,515,122,122,0
2001212,FARSÁLI,Makeup,4,1000,79100,22,22,1
2001220,FARSÁLI,Makeup,4,1000,98400,22,22,1
2001469,Guerlain,Face Oils,4.5,114,23900,95,95,0
2001493,Guerlain,Mini Size,4.5,114,498,50,50,0
2001576,HUDA BEAUTY,Lipstick,4,2000,358600,20,20,1
2001774,HUDA BEAUTY,Foundation,3.5,3000,196400,40,40,1
2002061,HUDA BEAUTY,Face Primer,3.5,153,15800,35,35,1
2002079,Dermalogica,Face Wash & Cleansers,4.5,290,13700,45,45,0
2002087,Dermalogica,Exfoliators,4.5,569,28200,59,59,0
2002095,Dermalogica,Face Wash & Cleansers,3.5,63,3700,45,45,0
2002103,Dermalogica,Face Wash & Cleansers,4.5,173,11100,39,39,0
2002129,Dermalogica,Toners,4.5,123,4700,41,41,0
2002137,Dermalogica,Mini Size,5,4,3600,42,42,0
2002194,Dermalogica,Eye Creams & Treatments,4.5,24,5500,69,69,0
2002202,Dermalogica,Exfoliators,4,20,2700,45,45,0
2002228,Dermalogica,Exfoliators,4,43,4200,59,59,0
2002244,Dermalogica,Face Masks,4,106,11300,59,59,0
2002269,Dermalogica,Moisturizers,4.5,109,1900,89,89,0
2002293,Dermalogica,Eye Creams & Treatments,4,8,1600,80,80,0
2002301,Dermalogica,Eye Creams & Treatments,4,33,4700,65,65,0
2002368,Dermalogica,Face Wash & Cleansers,4.5,36,3700,39,39,0
2002384,Dermalogica,Face Serums,4.5,28,3800,60,60,0
2002715,SEPHORA COLLECTION,Eyebrow,4,53,2600,12,12,1
2002731,Tata Harper,Face Oils,4.5,63,8500,132,132,0
2002806,Shiseido,Moisturizers,4.5,446,8800,38,38,1
2002822,Shiseido,Moisturizers,4,52,5000,38,38,1
2002830,Shiseido,Moisturizers,4.5,257,8300,38,38,1
2002848,Shiseido,Exfoliators,3.5,12,2000,34,34,1
2002855,Shiseido,Face Wash & Cleansers,4,264,2200,28,28,1
2002863,Shiseido,Moisturizers,3.5,19,3400,32,32,1
2003002,SEPHORA COLLECTION,Lip Balm & Treatment,4,892,84700,8,8,1
2003754,bkr,Holistic Wellness,4.5,38,5300,58,58,0
2004042,First Aid Beauty,Face Masks,4.5,249,21600,32,32,1
2004307,Velour Lashes,False Eyelashes,4.5,11,8800,28,28,0
2004505,Christophe Robin,Value & Gift Sets,4,18,4100,45,45,0
2005023,belif,Moisturizers,4.5,20,1500,22,22,1
2005031,belif,Moisturizers,5,3,0,22,22,1
2005544,PAT McGRATH LABS,Eye Palettes,4.5,141,24800,125,125,1
2005551,PAT McGRATH LABS,Eye Palettes,4.5,136,36900,125,125,1
2005569,PAT McGRATH LABS,Eye Palettes,4.5,110,28000,125,125,1
2005593,PAT McGRATH LABS,Eyeliner,4,208,18900,28,28,1
2005684,PAT McGRATH LABS,Lip Liner,4.5,119,48200,28,28,1
2005916,PAT McGRATH LABS,Lipstick,4.5,265,76400,38,38,1
2005973,Jo Malone London,Perfume,4.5,14,3000,140,140,0
2005999,Jo Malone London,Perfume,4,43,3800,140,140,0
2006005,Jo Malone London,Candles & Home Scents,5,1,780,67,67,0
2006021,Jo Malone London,Perfume,4,70,10100,140,140,0
2006112,Prada,Body Mist & Hair Mist,4.5,8,3300,50,50,1
2006468,Viseart,Setting Spray & Powder,4.5,20,3500,35,35,0
2006484,Viseart,Eye Palettes,4.5,72,14300,49,49,0
2006666,KORA Organics,Moisturizers,3.5,31,4800,38,38,1
2006799,LANCER Skincare,Face Primer,3.5,10,1900,58,58,1
2007193,SEPHORA COLLECTION,Face Masks,4.5,175,20000,5,5,1
2007276,Perricone MD,Face Serums,4,1000,3700,149,149,0
2007300,Perricone MD,Eye Creams & Treatments,4,31,2100,110,110,0
2007318,Perricone MD,Value & Gift Sets,4.5,15,2500,85,130,0
2007672,SEPHORA COLLECTION,Makeup Palettes,4.5,76,8700,28,28,1
2008118,ILIA,Setting Spray & Powder,3.5,18,3800,34,34,0
2008134,SEPHORA COLLECTION,Eye Primer,3.5,68,2300,12,12,1
2008670,Moon Juice,Beauty Supplements,4,74,9100,35,35,0
2008688,Moon Juice,Beauty Supplements,4,79,9700,38,38,0
2008696,Moon Juice,Beauty Supplements,4,44,5200,38,38,0
2008704,Moon Juice,Beauty Supplements,4,23,2600,38,38,0
2008712,Moon Juice,Beauty Supplements,4.5,10,2600,38,38,0
2008720,Moon Juice,Beauty Supplements,4,69,6600,38,38,0
2008738,Moon Juice,Beauty Supplements,4.5,24,3500,38,38,0
2009215,Shiseido,Moisturizers,3.5,8,1400,285,285,0
2009223,Shiseido,Face Serums,4.5,4,901,306,306,0
2009231,Shiseido,Face Sunscreen,3,1,196,265,265,0
2009249,Shiseido,Face Sunscreen,5,2,817,265,265,0
2009256,Shiseido,Face Wash & Cleansers,4.5,5,2300,62,62,0
2009264,Shiseido,Moisturizers,5,8,1900,107,107,0
2009272,Shiseido,Eye Creams & Treatments,4,27,4000,153,153,0
2009454,rms beauty,Highlighter,4,20,4300,48,48,0
2009504,HUDA BEAUTY,Face Brushes,4.5,113,16500,25,25,1
2009512,HUDA BEAUTY,Lip Sets,4.5,593,114900,25,25,1
2010247,Dermalogica,Moisturizers,4.5,41,4800,66,66,0
2010403,Eve Lom,Face Wash & Cleansers,2.5,58,2600,60,60,0
2010833,Bésame Cosmetics,Lip Sets,2.5,36,8000,35,35,0
2010965,rag & bone,Perfume,4,6,934,150,150,1
2010981,rag & bone,Perfume,4.5,7,434,150,150,1
2010999,rag & bone,Perfume,5,5,746,150,150,1
2011005,rag & bone,Perfume,3,2,596,150,150,1
2011013,rag & bone,Perfume,3.5,3,289,150,150,1
2011039,rag & bone,Perfume,3.5,4,564,150,150,1
2011195,Erno Laszlo,Facial Peels,4.5,1000,5800,108,108,0
2012235,TAN-LUXE,For Face,4,232,25300,49,49,0
2012243,TAN-LUXE,For Face,3.5,19,3700,49,49,0
2012250,TAN-LUXE,For Body,4.5,99,7800,36,36,0
2012276,TAN-LUXE,For Face,4,52,4900,47,47,0
2012292,TAN-LUXE,For Face,4,46,3000,49,49,0
2012300,TAN-LUXE,For Face,4,45,8200,33,33,0
2012326,TAN-LUXE,For Body,4,103,10300,59,59,0
2012631,SEPHORA COLLECTION,Mascara,4,128,9700,10,10,1
2012748,PAT McGRATH LABS,Lipstick,4,659,194600,38,38,1
2013977,SEPHORA COLLECTION,Sponges & Applicators,3,110,8000,8,8,1
2014181,Saturday Skin,Face Masks,4.5,195,22100,6,6,0
2014215,Saturday Skin,Eye Creams & Treatments,4.5,1000,32600,46,46,0
2014223,Saturday Skin,Face Masks,4.5,773,10500,6,6,0
2014298,Saturday Skin,Moisturizers,4.5,902,14300,49,49,0
2014306,Saturday Skin,Mists & Essences,4.5,178,13300,34,34,0
2014314,Saturday Skin,Mists & Essences,4.5,83,13300,47,47,0
2014611,Saturday Skin,Facial Peels,4.5,1000,18900,28,28,0
2014678,Peter Thomas Roth,Face Masks,4,145,6700,60,60,0
2014785,SEPHORA COLLECTION,Foundation,3.5,234,11700,20,20,1
2014975,Calvin Klein,Perfume,4.5,4,862,77,77,0
2014991,Calvin Klein,Cologne,4.5,2,453,66,66,0
2015006,Kate Somerville,Face Serums,4,136,3000,98,98,0
2015378,Drunk Elephant,Face Oils,4,120,12500,40,40,1
2015477,TOCCA,Candles & Home Scents,2,1,264,42,42,0
2015485,TOCCA,Candles & Home Scents,0,0,315,42,42,0
2015493,TOCCA,Candles & Home Scents,4,1,298,42,42,0
2015501,TOCCA,Candles & Home Scents,0,0,383,42,42,0
2015683,SEPHORA COLLECTION,Hair Dryers,3.5,65,5200,105,105,1
2015691,SEPHORA COLLECTION,Hair Straighteners & Flat Irons,3.5,114,5900,85,85,1
2015709,SEPHORA COLLECTION,Curling Irons,3.5,30,3900,75,75,1
2015808,SEPHORA COLLECTION,Face Wipes,4.5,70,0,8,8,1
2015816,SEPHORA COLLECTION,Face Wipes,5,26,0,8,8,1
2015824,SEPHORA COLLECTION,Face Wipes,4,13,0,8,8,1
2015832,SEPHORA COLLECTION,Face Wipes,4.5,20,0,8,8,1
2015998,Living Proof,Shampoo,3,1,1100,12,12,0
2016038,Living Proof,Shampoo,4,4,1700,12,12,0
2016046,Living Proof,Conditioner,4,4,1000,12,12,0
2016053,Living Proof,Hair Styling Products,4,8,3600,16,16,0
2016079,Living Proof,Hair Styling Products,0,0,138,16,16,0
2016087,Living Proof,Shampoo,2.5,3,919,13,13,0
2016095,Living Proof,Hair,2.5,7,1400,13,13,0
2016111,Living Proof,Hair Styling Products,0,0,230,16,16,0
2016269,Antonym,Foundation,3.5,24,2200,52,52,0
2016475,Origins,Face Primer,4,875,27900,32,32,1
2016483,Origins,Makeup Removers,4,550,7700,24,24,1
2016699,Too Faced,Eye Palettes,5,1000,57000,49,49,0
2016707,Too Faced,Highlighter,4,476,72400,36,36,0
2017010,SEPHORA COLLECTION,Highlighter,5,34,10500,13,13,1
2017499,MILK MAKEUP,Highlighter,4,203,18900,30,30,1
2018331,FENTY BEAUTY by Rihanna,Face Sets,5,1000,156900,23,23,1
2018372,Briogeo,Hair Masks,4.5,196,15200,36,36,0
2018695,Kopari,Scrub & Exfoliants,4,94,14100,39,39,0
2018703,SEPHORA COLLECTION,Brush Cleaners,3.5,31,4300,10,10,1
2018950,SEPHORA COLLECTION,Eyelash Curlers,3.5,90,15600,12,12,1
2018984,OLEHENRIKSEN,Eye Creams & Treatments,4,3000,188500,39,39,1
2019008,L'Occitane,Body Lotions & Body Oils,4.5,178,10300,34,34,0
2019354,Moschino,Rollerballs & Travel Size,5,4,2100,28,28,1
2019461,CLINIQUE,Moisturizers,4.5,1000,71100,39.5,39.5,0
2019495,CLINIQUE,Mini Size,4.5,1000,4400,12,12,0
2019503,Estée Lauder,Foundation,3.5,72,9500,10,10,0
2019552,SEPHORA COLLECTION,Highlighter,4,35,3100,14,14,1
2019586,CLEAN RESERVE,Rollerballs & Travel Size,4.5,24,1800,28,28,0
2019768,SEPHORA COLLECTION,Exfoliators,4.5,70,15100,60,60,1
2019826,dpHUE,Scalp & Hair Treatments,3.5,105,7800,38,38,0
2020121,Sol de Janeiro,Hand Cream & Foot Cream,3.5,296,15200,15,15,0
2020345,Jo Malone London,Lotions & Oils,3.5,5,1100,59,59,0
2020501,First Aid Beauty,Moisturizers,4,692,34400,34,34,1
2020634,SUNDAY RILEY,Eye Creams & Treatments,3.5,394,19900,65,65,0
2020956,Violet Voss,Eye Palettes,4.5,242,63900,45,45,1
2020972,Violet Voss,Eye Palettes,4.5,64,31700,75,75,1
2021194,CLINIQUE,Foundation,3.5,26,4200,29.5,29.5,0
2021707,SEPHORA COLLECTION,Sponges & Applicators,5,67,18600,8,8,1
2021772,SEPHORA COLLECTION,Lip Balm & Treatment,4.5,212,36700,9,9,1
2021889,Dr. Jart+,Face Masks,4.5,56,0,12,12,0
2021897,Dr. Jart+,Face Masks,4,704,68200,12,12,0
2021897,Dr. Jart+,Face Masks,4.5,17,0,12,12,0
2021905,Dr. Jart+,Face Masks,4,24,0,12,12,0
2021913,Dr. Jart+,Face Masks,4.5,27,0,12,12,0
2022382,rms beauty,Lipstick,3.5,55,16600,28,28,0
2022598,Drunk Elephant,Face Wash & Cleansers,4,1000,73800,32,32,1
2022853,tarte,Toners,4.5,618,33800,39,39,1
2023166,invisibobble,Hair Accessories,4.5,613,33400,8,8,1
2023208,Living Proof,Hair Styling Products,4,163,10400,29,29,0
2023471,CLINIQUE,Lip Gloss,4.5,109,21800,19.5,19.5,0
2023646,Tatcha,Face Wash & Cleansers,4.5,1000,107400,38,38,1
2024016,TOM FORD,Eyebrow,4.5,25,3900,54,54,0
2024081,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4,17,5100,110,110,1
2024099,Omorovicza,Face Masks,5,5,2500,120,120,0
2024198,GLAMGLOW,Face Masks,4,80,7100,59,59,1
2024370,Caudalie,Face Serums,4,95,6800,150,150,0
2024792,Kiehl's Since 1851,Face Serums,3.5,258,28000,68,68,0
2025203,SEPHORA COLLECTION,Makeup Bags & Travel Cases,3.5,30,4300,25,25,1
2025211,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4.5,23,2900,35,35,1
2025229,SEPHORA COLLECTION,Makeup Bags & Travel Cases,5,176,26300,45,45,1
2025310,NARS,Lip Sets,4.5,4,2500,79,112,0
2025328,Glow Recipe,Mini Size,4,215,33400,22,22,1
2025583,Peter Thomas Roth,Moisturizers,3.5,126,7100,58,58,0
2025591,Peter Thomas Roth,Face Serums,4,658,22000,98,98,0
2025633,Drunk Elephant,Moisturizers,4,4000,233700,68,68,1
2025690,TOCCA,Hand Cream & Foot Cream,3.5,61,3200,10,10,0
2025716,TOCCA,Lotions & Oils,3,4,1200,10,10,0
2025724,TOCCA,Hand Cream & Foot Cream,3.5,17,2200,10,10,0
2025732,Jack Black,Skincare Sets,5,9,2600,25,43,0
2025740,Jack Black,Skincare Sets,5,5,1700,45,63,0
2025765,Jack Black,Skincare Sets,4.5,3,1700,35,43,0
2025849,Bumble and bumble,Color Care,3,63,5400,34,34,0
2025997,NuFACE,Anti-Aging,3.5,19,5000,48,48,0
2026052,NuFACE,Anti-Aging,4.5,18,3500,399,399,0
2026102,DevaCurl,Leave-In Conditioner,3.5,185,7300,26,26,0
2026110,DevaCurl,Scalp & Hair Treatments,4.5,152,3700,28,28,1
2026243,Perricone MD,Value & Gift Sets,4,9,1900,159,217,0
2026391,Peace Out,Blemish & Acne Treatments,4,730,33100,19,19,1
2026664,KVD Vegan Beauty,Lipstick,4.5,4000,201200,20,20,0
2027019,KVD Vegan Beauty,Eye Brushes,4.5,1000,12500,18,18,1
2027035,MILK MAKEUP,Face Primer,4,1000,21700,36,36,0
2027209,stila,Eyeshadow,4.5,1000,139300,24,24,0
2027555,COVER FX,Highlighter,4,271,40000,44,44,1
2027670,Hourglass,Highlighter,4.5,576,42100,42,42,0
2027829,Urban Decay,Highlighter,3.5,79,13200,29,29,1
2027860,Dr. Brandt Skincare,Face Masks,4.5,1000,11900,52,52,0
2027878,Dr. Brandt Skincare,Face Serums,4,35,3900,55,55,0
2027910,Lancôme,Moisturizers,4.5,636,2600,109,109,0
2028082,Bobbi Brown,Highlighter,4,362,71800,48,48,0
2028371,DERMAFLASH,Value & Gift Sets,4.5,12,2400,29,29,0
2028389,Dior,Face Serums,3.5,6,0,95,95,0
2028397,Dior,Face Serums,4.5,102,31500,95,95,0
2028397,Dior,Face Serums,4.5,14,0,95,95,0
2028405,Dior,Face Serums,4,10,0,95,95,0
2028413,Dior,Face Serums,5,6,0,95,95,0
2028421,Dior,Face Serums,3,17,0,95,95,0
2028439,Dior,Moisturizers,4,47,4400,95,95,0
2028454,philosophy,Eye Creams & Treatments,3.5,21,2000,68,68,0
